0.00866055,0.9885,0.00406538
0.00133736,0.00167954,0.995626
0.00185518,0.000652092,0.99712
0.98497,0.0122968,0.010085
0.0067643,0.000264122,0.995334
0.000760341,0.000290351,0.999138
0.019108,0.990173,0.00196046
0.00206678,0.980441,0.0190769
0.00372874,0.000283886,0.997074
0.00065969,0.0004933,0.998903
0.989672,0.0208302,0.00464078
0.000713389,0.000264172,0.999194
0.00112658,0.000176408,0.999109
0.989512,0.0461648,0.00219359
0.000995863,0.989582,0.0177591
0.000439218,0.000755117,0.999044
0.00396119,0.00024446,0.997122
0.00195899,0.000264886,0.998261
0.0115789,0.000310146,0.992308
0.000791174,0.00141095,0.997403
0.994887,0.0207417,0.00262463
0.00140513,0.000204634,0.998832
0.00635404,0.000428862,0.994054
0.000961277,0.000305496,0.998966
0.000880066,0.000549554,0.998531
0.000799381,0.000228761,0.999197
0.00209219,0.989702,0.0101612
0.000614472,0.000406543,0.999064
0.991049,0.00741444,0.010701
0.000785155,0.000340153,0.999057
0.00115212,0.00021017,0.999025
0.0335997,0.000560525,0.977271
0.000815553,0.000651105,0.998547
0.00198046,0.000202698,0.998496
0.982386,0.00919856,0.0144494
0.00246348,0.000320359,0.997514
0.0153557,0.989864,0.00252695
0.000492761,0.000785914,0.998852
0.986145,0.00850991,0.0128503
0.107909,0.000758076,0.91942
0.988127,0.0108264,0.00968014
0.00288527,0.000202476,0.998021
0.00307698,0.989828,0.00767648
0.0102634,0.000300391,0.993423
0.0415274,0.000673314,0.964296
0.0619554,0.00144574,0.91972
0.000946695,0.00024038,0.999022
0.0956384,0.00162248,0.872855
0.00401298,0.000254306,0.996961
0.000626043,0.149848,0.89213
0.000625781,0.000356873,0.999149
0.00149742,0.000593732,0.997538
0.00130903,0.000740351,0.997712
0.0007499,0.000652069,0.998609
0.989838,0.00774062,0.011825
0.261946,0.0408181,0.167724
0.0241802,0.990065,0.00170601
0.537889,0.00442131,0.338541
0.00608948,0.000388029,0.99476
0.00110132,0.985054,0.022176
0.00201996,0.987593,0.0119396
0.00283327,0.000431621,0.996862
0.0267789,0.00103308,0.962901
0.00626428,0.00026947,0.99556
0.0299746,0.000683184,0.974376
0.00412474,0.000536879,0.994854
0.00268124,0.990507,0.00793045
0.987851,0.00884356,0.0112612
0.00500381,0.00269399,0.981561
0.00245436,0.000336869,0.997424
0.991838,0.0148016,0.00524096
0.000896511,0.978949,0.0340469
0.0022782,0.987829,0.0104703
0.000926554,0.000221366,0.999071
0.0102754,0.0018252,0.977061
0.5219,0.00324882,0.443292
0.0050163,0.000243502,0.996456
0.00078972,0.00035118,0.998993
0.00161444,0.000303221,0.998417
0.00338904,0.981986,0.0111085
0.991732,0.016698,0.00473537
0.988814,0.017683,0.00578507
0.00240001,0.989891,0.00965372
0.993261,0.0127693,0.00525563
0.0114327,0.986374,0.00366342
0.978959,0.0177961,0.00944749
0.00515568,0.000587805,0.993898
0.0123301,0.000392086,0.990446
0.000847891,0.982954,0.030123
0.986054,0.0082295,0.013554
0.987767,0.00667628,0.015117
0.00059406,0.00048998,0.999062
0.00942175,0.000729995,0.988208
0.00938136,0.000213046,0.994731
